gouvernement,category,num_bedrooms,num_bathrooms,surface_area,transaction_type,date,price
"Tunis, Sidi Hassine",Maisons et Villas,4,1,120,À Vendre,29 janvier 2020,0
"Tunis, L'aouina",Appartements,3,140,,À Vendre,29 janvier 2020,252000
"Tunis, La Marsa",Appartements,2,1,105,À Vendre,29 janvier 2020,240000
"Tunis, L'aouina",Appartements,3,137,,À Vendre,29 janvier 2020,240000
"Tunis, L'aouina",Appartements,2,1,94,À Vendre,29 janvier 2020,185000
"Tunis, Tunis",Terrains et Fermes,,,,,29 janvier 2020,85000
"Tunis, L'aouina",Appartements,2,105,,À Vendre,29 janvier 2020,230000
"Tunis, L'aouina",Appartements,3,138,,À Vendre,29 janvier 2020,215000
"Tunis, Menzah",Appartements,3,1,50,À Vendre,29 janvier 2020,0
"Tunis, L'aouina",Appartements,3,183,,À Vendre,29 janvier 2020,250000
"Tunis, L'aouina",Appartements,2,1,105,À Vendre,29 janvier 2020,210000
"Tunis, El Omrane supérieur",Maisons et Villas,5,2,100,À Vendre,29 janvier 2020,260
"Tunis, Sidi Hassine",Maisons et Villas,4,1,100,À Vendre,29 janvier 2020,0
"Tunis, La Goulette","Magasins, Commerces et Locaux industriels",1,1,95,À Vendre,29 janvier 2020,150000
"Tunis, Manar",Appartements,2,1,103,À Vendre,29 janvier 2020,155000
"Tunis, L'aouina",Appartements,2,100,,À Vendre,29 janvier 2020,215000
"Tunis, L'aouina",Appartements,1,1,78,À Vendre,29 janvier 2020,147000
"Tunis, L'aouina",Maisons et Villas,3,2,110,À Louer,29 janvier 2020,1800
"Tunis, L'aouina",Appartements,2,100,,À Vendre,29 janvier 2020,185000
"Tunis, La Marsa",Appartements,3,1,130,À Vendre,29 janvier 2020,270000
"Tunis, L'aouina",Maisons et Villas,5,540,,À Vendre,29 janvier 2020,950000
"Tunis, Menzah","Magasins, Commerces et Locaux industriels",1,16,,À Louer,29 janvier 2020,700
"Tunis, L'aouina",Maisons et Villas,6,3,180,À Louer,29 janvier 2020,3000
"Tunis, L'aouina",Appartements,2,1,100,À Vendre,29 janvier 2020,180000
"Tunis, L'aouina",Maisons et Villas,6,480,,À Vendre,29 janvier 2020,730000
"Tunis, Autres villes",Bureaux et Plateaux,3,1,150,À Louer,29 janvier 2020,1800
"Tunis, Autres villes",Bureaux et Plateaux,3,2,170,À Louer,29 janvier 2020,1800
"Tunis, Autres villes",Appartements,2,1,115,À Louer,29 janvier 2020,1950
"Tunis, Autres villes",Appartements,5,4,600,À Louer,29 janvier 2020,16000
"Tunis, Autres villes",Appartements,3,2,180,À Louer,29 janvier 2020,2500
"Tunis, L'aouina",Appartements,1,1,60,À Vendre,29 janvier 2020,135000
"Tunis, L'aouina",Appartements,1,1,60,À Vendre,29 janvier 2020,120000
"Tunis, Carthage",Appartements,1,1,65,À Louer,29 janvier 2020,600
"Tunis, Autres villes",Terrains et Fermes,,,,,29 janvier 2020,30
"Tunis, Tunis","Magasins, Commerces et Locaux industriels",1,1,100,À Louer,29 janvier 2020,0
"Tunis, Menzah",Bureaux et Plateaux,1,1,100,À Louer,29 janvier 2020,45
"Tunis, Menzah",Appartements,1,1,80,À Louer,29 janvier 2020,1500
"Tunis, Autres villes",Terrains et Fermes,,,,,29 janvier 2020,30
"Tunis, Menzah",Appartements,2,1,1,À Louer,29 janvier 2020,1200
"Tunis, La Marsa",Bureaux et Plateaux,2,70,,À Louer,29 janvier 2020,1800
"Tunis, Tunis",Appartements,4,1,200,À Louer,29 janvier 2020,1400
"Tunis, La Marsa",Bureaux et Plateaux,2,1,82,À Louer,29 janvier 2020,2000
"Tunis, L'aouina",Appartements,3,2,135,À Vendre,29 janvier 2020,230000
"Tunis, Le Bardo",Maisons et Villas,3,1,436,À Vendre,29 janvier 2020,530000
"Tunis, Le Bardo",Maisons et Villas,3,0,291,À Vendre,29 janvier 2020,300000
"Tunis, La Marsa",Maisons et Villas,3,1,448,À Vendre,29 janvier 2020,980000
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",1,1,80,À Louer,29 janvier 2020,1600
"Tunis, La Marsa",Appartements,3,1,170,À Louer,29 janvier 2020,1200
"Tunis, L'aouina",Locations de vacances,1,1,1,À Louer,29 janvier 2020,90
"Tunis, L'aouina",Terrains et Fermes,,,,,29 janvier 2020,3400
"Tunis, Carthage",Maisons et Villas,1,1,200,À Vendre,29 janvier 2020,330000
"Tunis, Carthage",Maisons et Villas,6,2,450,À Louer,29 janvier 2020,3200
"Tunis, Menzah",Bureaux et Plateaux,4,1,80,À Vendre,29 janvier 2020,1000
"Tunis, Autres villes",Appartements,3,2,170,À Louer,29 janvier 2020,2000
"Tunis, Sidi Daoud",Appartements,2,1,145,À Louer,29 janvier 2020,160
"Tunis, El Omrane supérieur",Maisons et Villas,2,1,70,À Louer,29 janvier 2020,350
"Tunis, La Marsa",Appartements,1,1,100,À Louer,29 janvier 2020,2000
"Tunis, La Marsa",Appartements,3,2,200,À Louer,29 janvier 2020,3500
"Tunis, Sidi Hassine",Maisons et Villas,3,1,70,À Louer,29 janvier 2020,250
"Tunis, Hraïria",Appartements,4,2,105,À Louer,29 janvier 2020,520
"Tunis, Autres villes",Colocations,2,2,80,À Louer,29 janvier 2020,375
"Tunis, Autres villes",Terrains et Fermes,,,,,29 janvier 2020,0
"Tunis, Autres villes",Terrains et Fermes,,,,,29 janvier 2020,480000
"Tunis, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,15000
"Tunis, Le Bardo",Colocations,1,1,80,À Louer,28 janvier 2020,170
"Tunis, Autres villes",Maisons et Villas,1,1,60,À Louer,28 janvier 2020,350
"Tunis, Sidi Daoud",Terrains et Fermes,,,,,28 janvier 2020,0
"Tunis, Autres villes",Appartements,4,1,118,À Vendre,28 janvier 2020,300000
"Tunis, Menzah",Maisons et Villas,1,1,1,À Vendre,28 janvier 2020,1
"Tunis, Tunis",Autre Immobilier,,,,,28 janvier 2020,1
"Tunis, El Omrane supérieur",Appartements,3,0,90,À Louer,28 janvier 2020,450
"Tunis, Manar",Locations de vacances,3,2,135,À Vendre,28 janvier 2020,250000
"Tunis, Manar",Appartements,3,2,135,À Vendre,28 janvier 2020,250000
"Tunis, Centre Ville - Lafayette",Autre Immobilier,,,,,28 janvier 2020,3400000
"Tunis, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,800
"Tunis, Manar",Colocations,2,1,0,À Louer,28 janvier 2020,200
"Tunis, Centre Urbain Nord",Appartements,4,3,200,À Louer,28 janvier 2020,2200
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",2,2,47,À Louer,28 janvier 2020,1000
"Tunis, La Marsa",Appartements,3,1,75,À Louer,28 janvier 2020,780
"Tunis, Tunis",Appartements,3,1,87,À Vendre,28 janvier 2020,100000
"Tunis, Autres villes",Appartements,2,2,2,À Louer,28 janvier 2020,0
"Tunis, Autres villes",Bureaux et Plateaux,3,2,58,À Vendre,28 janvier 2020,2100
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",0,40,,À Louer,28 janvier 2020,1000
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",1,100,,À Vendre,28 janvier 2020,0
"Tunis, Autres villes",Appartements,2,1,50,À Louer,28 janvier 2020,390
"Tunis, Autres villes",Maisons et Villas,10,6,1000,À Vendre,28 janvier 2020,1250000
"Tunis, Autres villes",Appartements,2,1,50,À Louer,28 janvier 2020,800
"Tunis, Autres villes",Appartements,5,2,100,À Vendre,28 janvier 2020,110
"Tunis, Menzah",Terrains et Fermes,,,,,28 janvier 2020,29000
"Tunis, Tunis",Maisons et Villas,2,1,120,À Louer,28 janvier 2020,0
"Tunis, Le Bardo","Magasins, Commerces et Locaux industriels",2,3,1600,À Louer,28 janvier 2020,4000
"Tunis, Autres villes",Maisons et Villas,950,950,,À Vendre,28 janvier 2020,0
"Tunis, Le Bardo",Appartements,1,70,,À Louer,28 janvier 2020,250
"Tunis, Autres villes",Appartements,1,90,,À Louer,28 janvier 2020,0
"Tunis, Carthage",Maisons et Villas,4,2,200,À Louer,28 janvier 2020,3000
"Tunis, Autres villes",Appartements,2,1,90,À Louer,28 janvier 2020,1000
"Tunis, Le Kram",Maisons et Villas,3,2,280,À Vendre,28 janvier 2020,480000
"Tunis, Autres villes",Appartements,1,1,37,À Vendre,28 janvier 2020,160000
"Tunis, Autres villes",Appartements,3,1,45,À Vendre,28 janvier 2020,80
"Tunis, L'aouina","Magasins, Commerces et Locaux industriels",1,75,,À Vendre,28 janvier 2020,210000
"Tunis, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,17000
"Tunis, Autres villes",Maisons et Villas,3,5,5,À Vendre,28 janvier 2020,25
"Tunis, El Ouardia",Appartements,2,1,70,À Louer,28 janvier 2020,0
"Tunis, Ettahrir",Maisons et Villas,3,1,100,À Louer,28 janvier 2020,500
"Tunis, Hraïria","Magasins, Commerces et Locaux industriels",1,1,260,À Louer,28 janvier 2020,1200
"Tunis, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,190900
"Tunis, Mutuelleville",Appartements,1,1,33,À Louer,28 janvier 2020,700
"Tunis, Tunis",Bureaux et Plateaux,17,7,1050,À Louer,28 janvier 2020,8500
"Tunis, Manar",Appartements,1,1,50,À Vendre,28 janvier 2020,130000
"Tunis, Tunis",Bureaux et Plateaux,2,2,2200,À Vendre,28 janvier 2020,0
"Tunis, Manar",Appartements,1,1,40,À Louer,28 janvier 2020,1000
"Tunis, El Omrane supérieur",Autre Immobilier,,,,,28 janvier 2020,350
"Tunis, El Omrane supérieur",Appartements,3,1,1,À Louer,28 janvier 2020,0
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",1,1,60,À Vendre,28 janvier 2020,140000
"Tunis, Autres villes",Autre Immobilier,,,,,28 janvier 2020,200000
"Tunis, La Marsa",Appartements,3,2,179,À Vendre,28 janvier 2020,650000
"Tunis, El Ouardia",Appartements,2,1,40,À Louer,28 janvier 2020,380
"Tunis, Le Bardo",Appartements,2,1,150,À Louer,28 janvier 2020,500
"Tunis, Carthage",Maisons et Villas,6,4,200,À Vendre,28 janvier 2020,800000
"Tunis, Autres villes",Locations de vacances,1,1,150,À Louer,28 janvier 2020,80
"Tunis, El Ouardia",Maisons et Villas,3,2,110,À Louer,28 janvier 2020,900
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",0,0,100,À Vendre,28 janvier 2020,35000
"Tunis, Le Bardo",Appartements,3,1,130,À Louer,28 janvier 2020,650
"Tunis, Le Kram","Magasins, Commerces et Locaux industriels",1,1,35,À Vendre,28 janvier 2020,0
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",2,1,100,À Louer,28 janvier 2020,4000
"Tunis, Carthage",Appartements,2,2,117,À Vendre,28 janvier 2020,353000
"Tunis, Menzah",Maisons et Villas,5,3,540,À Louer,28 janvier 2020,2000
"Tunis, La Marsa",Appartements,6,4,320,À Vendre,28 janvier 2020,790000
"Tunis, Le Kram",Appartements,3,2,141,À Louer,28 janvier 2020,1000
"Tunis, Autres villes",Appartements,2,1,150,À Louer,28 janvier 2020,500
"Tunis, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,0
"Tunis, Menzah",Bureaux et Plateaux,2,2,70,À Louer,28 janvier 2020,901
"Tunis, Centre Urbain Nord",Appartements,-2,1,125,À Louer,28 janvier 2020,950
"Tunis, La Marsa",Maisons et Villas,5,3,800,À Louer,28 janvier 2020,7500
"Tunis, Le Kram",Maisons et Villas,6,2,337,À Vendre,28 janvier 2020,0
"Tunis, El Omrane supérieur",Maisons et Villas,2,1,110,À Louer,28 janvier 2020,400000
"Tunis, L'aouina",Appartements,2,1,101,À Louer,28 janvier 2020,900
"Tunis, Le Bardo",Appartements,2,1,80,À Vendre,28 janvier 2020,70000
"Tunis, Le Bardo","Magasins, Commerces et Locaux industriels",2,1,40,À Vendre,28 janvier 2020,15000
"Tunis, El Ouardia",Maisons et Villas,5,2,402,À Vendre,28 janvier 2020,600
"Tunis, La Marsa",Maisons et Villas,5,4,677,À Vendre,28 janvier 2020,1350000
"Tunis, El Ouardia",Appartements,4,1,143,À Vendre,28 janvier 2020,230
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",1,1,35,À Louer,28 janvier 2020,50000
"Tunis, La Marsa",Appartements,2,1,117,À Vendre,28 janvier 2020,0
"Tunis, L'aouina",Bureaux et Plateaux,1,1,70,À Louer,28 janvier 2020,0
"Tunis, L'aouina",Maisons et Villas,3,1,467,À Vendre,28 janvier 2020,0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",1,1,17,À Louer,28 janvier 2020,450
"Tunis, Centre Ville - Lafayette",Colocations,1,1,20,À Louer,28 janvier 2020,0
"Tunis, La Marsa",Appartements,3,3,230,À Louer,28 janvier 2020,6000
"Tunis, La Marsa",Appartements,3,3,210,À Louer,28 janvier 2020,3250
"Tunis, Centre Ville - Lafayette",Bureaux et Plateaux,18,3,516,À Louer,28 janvier 2020,7800
"Tunis, Autres villes",Bureaux et Plateaux,10,6,520,À Louer,28 janvier 2020,0
"Tunis, La Marsa",Appartements,1,1,61,À Vendre,28 janvier 2020,150000
"Tunis, El Omrane supérieur",Maisons et Villas,2,1,68,À Louer,28 janvier 2020,360
"Tunis, Le Kram",Appartements,7,3,200,À Vendre,28 janvier 2020,520000
"Tunis, La Marsa",Bureaux et Plateaux,1,1,300,À Louer,28 janvier 2020,3500
"Tunis, Le Kram",Appartements,3,2,170,À Vendre,28 janvier 2020,0
"Tunis, El Ouardia",Maisons et Villas,10,3,3,À Vendre,28 janvier 2020,0
"Tunis, Tunis",Appartements,1,1,40,À Louer,28 janvier 2020,450
"Tunis, Menzah",Maisons et Villas,4,2,300,À Vendre,28 janvier 2020,400000
"Tunis, L'aouina",Locations de vacances,1,1,75,À Louer,28 janvier 2020,75
"Tunis, L'aouina",Appartements,1,1,60,À Vendre,28 janvier 2020,172000
"Tunis, L'aouina",Appartements,1,1,60,À Louer,28 janvier 2020,80
"Tunis, La Marsa",Maisons et Villas,4,4,266,À Vendre,28 janvier 2020,850000
"Tunis, El Omrane supérieur",Maisons et Villas,2,1,100,À Vendre,28 janvier 2020,140000
"Tunis, Menzah",Appartements,4,1,150,À Louer,28 janvier 2020,1600
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,1250000
"Tunis, Le Bardo",Maisons et Villas,4,1,1,À Louer,28 janvier 2020,700
"Tunis, Le Bardo",Maisons et Villas,2,1,,À Louer,28 janvier 2020,500
"Tunis, Carthage",Maisons et Villas,9,4,452,À Vendre,28 janvier 2020,1200000
"Tunis, L'aouina",Maisons et Villas,2,1,80,À Louer,28 janvier 2020,0
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,765000
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,440000
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,363000
"Tunis, La Marsa",Appartements,2,1,120,À Vendre,28 janvier 2020,220000
"Tunis, La Marsa",Appartements,3,110,,À Vendre,28 janvier 2020,360000
"Tunis, L'aouina","Magasins, Commerces et Locaux industriels",2,115,,À Louer,28 janvier 2020,240000
"Tunis, Autres villes",Appartements,2,1,97,À Louer,28 janvier 2020,800
"Tunis, Autres villes",Appartements,3,1,104,À Vendre,28 janvier 2020,170000
"Tunis, Autres villes",Maisons et Villas,1,1,40,À Louer,28 janvier 2020,800
"Tunis, Sidi Bou Said",Appartements,1,1,130,À Louer,28 janvier 2020,2000
"Tunis, Le Kram","Magasins, Commerces et Locaux industriels",1,1,90,À Vendre,28 janvier 2020,450000
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",2,1,266,À Vendre,28 janvier 2020,720000
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,1110000
"Tunis, La Marsa",Appartements,3,2,120,À Louer,28 janvier 2020,1550
"Tunis, La Marsa",Appartements,3,250,,À Louer,28 janvier 2020,6500
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",3,3,402,À Vendre,28 janvier 2020,450000
"Tunis, Manar",Appartements,1,1,50,À Louer,28 janvier 2020,800
"Tunis, Menzah",Appartements,4,2,180,À Vendre,28 janvier 2020,180000
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,534600
"Tunis, Autres villes",Appartements,2,1,74,À Louer,28 janvier 2020,800
"Tunis, Menzah",Maisons et Villas,5,2,480,À Vendre,28 janvier 2020,950000
"Tunis, Carthage",Maisons et Villas,6,4,760,À Vendre,28 janvier 2020,4800000
"Tunis, Tunis",Appartements,1,1,1,À Louer,28 janvier 2020,350
"Tunis, Tunis",Appartements,2,1,1,À Louer,28 janvier 2020,450
"Tunis, Menzah",Appartements,3,1,80,À Louer,28 janvier 2020,600
"Tunis, L'aouina",Appartements,2,1,54,À Vendre,28 janvier 2020,0
"Tunis, Centre Ville - Lafayette","Magasins, Commerces et Locaux industriels",2,2,25,À Louer,28 janvier 2020,500
"Tunis, La Goulette",Appartements,2,130,,À Louer,28 janvier 2020,1800
"Tunis, Menzah",Maisons et Villas,3,1,200,À Louer,28 janvier 2020,1300
"Tunis, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,0
"Tunis, Autres villes",Maisons et Villas,5,2,200,À Vendre,28 janvier 2020,450000
"Tunis, Autres villes",Maisons et Villas,5,2,250,À Vendre,28 janvier 2020,270
"Tunis, Autres villes",Maisons et Villas,1,8,84,À Louer,28 janvier 2020,50
"Tunis, La Marsa",Maisons et Villas,4,3,500,À Louer,28 janvier 2020,7500
"Tunis, Le Bardo",Appartements,3,1,60,À Louer,28 janvier 2020,180
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",1,1,20,À Louer,28 janvier 2020,500
"Tunis, Le Kram",Bureaux et Plateaux,3,4,450,À Louer,28 janvier 2020,5625
"Tunis, Carthage",Maisons et Villas,6,3,500,À Louer,28 janvier 2020,7500
"Tunis, La Goulette",Appartements,2,1,118,À Vendre,28 janvier 2020,380000
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,600
"Tunis, El Omrane supérieur",Appartements,1,1,1,À Louer,28 janvier 2020,250
"Tunis, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,0
"Tunis, Carthage",Maisons et Villas,5,4,320,À Louer,28 janvier 2020,5000
"Tunis, La Marsa",Appartements,1,1,65,À Louer,28 janvier 2020,1500
"Tunis, Centre Urbain Nord",Appartements,1,1,50,À Vendre,28 janvier 2020,50000
"Tunis, Centre Ville - Lafayette","Magasins, Commerces et Locaux industriels",1,40,,À Vendre,28 janvier 2020,1
"Tunis, Le Bardo",Maisons et Villas,4,1,140,À Louer,28 janvier 2020,750
"Tunis, La Marsa",Appartements,4,3,236,À Vendre,28 janvier 2020,630000
"Tunis, Tunis",Terrains et Fermes,,,,,28 janvier 2020,0
"Tunis, Tunis",Appartements,1,1,1,À Louer,28 janvier 2020,0
"Tunis, La Marsa",Maisons et Villas,5,3,620,À Vendre,27 janvier 2020,0
"Tunis, Menzah","Magasins, Commerces et Locaux industriels",2,1,60,À Louer,27 janvier 2020,3000
"Tunis, L'aouina",Maisons et Villas,4,2,200,À Louer,27 janvier 2020,1400
"Tunis, Tunis",Maisons et Villas,5,1,180,À Vendre,27 janvier 2020,0
"Tunis, Le Bardo",Maisons et Villas,6,2,9999,À Vendre,27 janvier 2020,440000
"Tunis, L'aouina",Maisons et Villas,5,3,500,À Louer,27 janvier 2020,1700
"Tunis, Autres villes",Appartements,2,1,70,À Vendre,27 janvier 2020,74000
"Tunis, Tunis",Maisons et Villas,5,1,180,À Vendre,27 janvier 2020,0
"Tunis, Autres villes",Bureaux et Plateaux,4,1,6,À Vendre,27 janvier 2020,650
"Tunis, Tunis",Colocations,1,1,100,À Louer,27 janvier 2020,130
"Tunis, Autres villes",Maisons et Villas,1,1,12,À Vendre,27 janvier 2020,45
"Tunis, L'aouina",Appartements,2,1,110,À Louer,27 janvier 2020,1700
"Tunis, Le Kram",Appartements,1,1,70,À Louer,27 janvier 2020,1600
"Tunis, Le Kram",Appartements,2,1,65,À Louer,27 janvier 2020,140
"Tunis, L'aouina",Appartements,3,1,133,À Vendre,27 janvier 2020,270
"Tunis, Menzah","Magasins, Commerces et Locaux industriels",1,190,,À Vendre,27 janvier 2020,200000
"Tunis, Autres villes",Maisons et Villas,6,3,415,À Vendre,27 janvier 2020,450000
"Tunis, Centre Ville - Lafayette",Terrains et Fermes,,,,,27 janvier 2020,1150000
"Tunis, Tunis",Colocations,2,1,100,À Louer,27 janvier 2020,0
"Tunis, Autres villes",Maisons et Villas,3,1,200,À Vendre,27 janvier 2020,0
"Tunis, La Marsa",Maisons et Villas,4,3,700,À Vendre,27 janvier 2020,1900000
"Tunis, Tunis",Maisons et Villas,8,6,496,À Vendre,27 janvier 2020,1200000
"Tunis, La Marsa",Appartements,2,1,92,À Vendre,27 janvier 2020,225
"Tunis, Ettahrir",Appartements,3,1,85,À Louer,27 janvier 2020,0
"Tunis, Tunis",Terrains et Fermes,,,,,27 janvier 2020,350
"Tunis, La Marsa",Appartements,2,1,100,À Louer,27 janvier 2020,200
"Tunis, Sidi Daoud",Maisons et Villas,5,5,66,À Vendre,27 janvier 2020,0
"Tunis, La Marsa",Appartements,3,2,130,À Vendre,27 janvier 2020,800000
"Tunis, Tunis",Appartements,1,1,33,À Louer,27 janvier 2020,400
"Tunis, Sidi Bou Said",Appartements,1,1,90,À Louer,27 janvier 2020,180
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",1,1,80,À Vendre,27 janvier 2020,360000
"Tunis, Autres villes",Colocations,2,1,50,À Louer,27 janvier 2020,600
"Tunis, Tunis",Maisons et Villas,3,1,1,À Louer,27 janvier 2020,90
"Tunis, Tunis",Maisons et Villas,2,1,1,À Louer,27 janvier 2020,90
"Tunis, Centre Ville - Lafayette",Appartements,2,1,33,À Louer,27 janvier 2020,400
"Tunis, Sidi Bou Said",Appartements,3,1,100,À Louer,27 janvier 2020,250
"Tunis, Autres villes",Terrains et Fermes,,,,,27 janvier 2020,0
"Tunis, L'aouina","Magasins, Commerces et Locaux industriels",1,1,30,À Louer,27 janvier 2020,2200
"Tunis, La Marsa",Maisons et Villas,3,2,200,À Louer,27 janvier 2020,3500
"Tunis, La Marsa",Maisons et Villas,3,5,1,À Louer,27 janvier 2020,1
"Tunis, La Marsa",Appartements,1,1,80,À Louer,27 janvier 2020,1100
"Tunis, L'aouina",Appartements,1,1,75,À Louer,27 janvier 2020,160
"Tunis, Menzah",Appartements,1,1,80,À Louer,27 janvier 2020,500
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",3,3,157,À Vendre,27 janvier 2020,600000
"Tunis, Sidi Hassine",Terrains et Fermes,,,,,27 janvier 2020,22000
